objectid;facilityid;legacyid;location;depthus;depthds;height;invertus;invertds;diameter;width;modifydate;material;form;pslope;adminarea;shape_len;operationalarea;owner
8949;09449-PP1;311C.161-PP1;4025 STIRRUP CREEK RD;5.69999;2.9;2.5;366.14001;365.61999;30;;2002-08-13 17:00:16+00:00;CONCRETE;CIRCULAR;0.264;City;196.7696788;Stirrup Iron Creek;PRIVATE
8951;09452-PP1;311C.164-PP1;4025 STIRRUP CREEK RD;4.09999;4.59999;2.5;367.07998;366.92001;30;;2002-08-13 17:00:15+00:00;CONCRETE;CIRCULAR;0.12;City;133.4358048;Stirrup Iron Creek;PRIVATE
10597;11987-PP1;34X.5436-PP1;LATTA RD & GUESS RD;6;6.09999;2.5;406.16;403.45001;30;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;2.287;City;118.481055;Eno River;DOT-ROW
10598;11988-PP1;34X.5437-PP1;LATTA RD & GUESS RD;6.59999;4.8;2.5;409.61999;407.35998;30;;2010-01-25 08:09:03+00:00;CONCRETE;CIRCULAR;1.119;City;201.8368522;Eno River;DOT-ROW
10697;11409-PP1;33C.4002-PP1;222 HOOVER RD;;3.2;2.5;;;30;;2011-05-21 16:38:59+00:00;CONCRETE;CIRCULAR;;City;27.35769362;Ellerbe Creek;CITY-ROW
7817;09411-PP1;311C.71-PP1;4022 STIRRUP CREEK RD;4.9;;2.5;357.85;;30;;2003-01-14 16:05:35+00:00;CONCRETE;CIRCULAR;;City;36.94326732;Stirrup Iron Creek;PRIVATE
7838;04375-PP1;16B.1294-PP1;UNIVERSITY PLACE;8.89999;12.89999;2.5;286;282.57998;30;;2002-09-17 12:35:18+00:00;CONCRETE;CIRCULAR;3.364;City;101.663068;New Hope Creek;PRIVATE
33395;41663-PP1;93A.3018-PP1;LIVING WATERS CHURCH @ LYNN RD & US 70;;2.9;2.5;;343.57998;30;;2011-04-29 19:13:22+00:00;CONCRETE;CIRCULAR;;City;142.974241;Little Lick Creek;DOT-ROW
33411;45421-PP1;JDP.640-PP1;MAIN ST &  DUKE ST;5.19999;7.5;2.5;;374.30999;30;;2014-05-12 13:16:30+00:00;CONCRETE;CIRCULAR;;City;58.42874721;Ellerbe Creek;DOT-ROW
33458;40620-PP1;822B.308-PP1;607 WATTS ST;9.5;9.8;2.5;380.23999;380.01998;30;;2001-08-28 18:03:14+00:00;CONCRETE;CIRCULAR;0.718;City;30.63290061;Ellerbe Creek;CITY-ROW
33469;40631-PP1;822B.319-PP1;1005 MONMOUTH AVE;4;3.2;2.5;356.26998;350.48999;30;;2001-08-28 18:03:13+00:00;CONCRETE;CIRCULAR;2.947;City;196.1402259;Ellerbe Creek;CITY-ROW
33604;43001-PP1;DC.329-PP1;INDIAN TR. ON HILLANDALE GOLF COURSE;3.2;2.79999;2.5;355;352.80999;30;;2000-09-01 01:22:00+00:00;CONCRETE;CIRCULAR;1.097;City;199.4262475;Ellerbe Creek;PRIVATE
33709;41716-PP1;93D.2037-PP1;HYDE PARK AVE AND LIBERTY ST;4.9;4.19999;2.5;345.30999;342.92001;30;;2002-07-31 14:32:56+00:00;HDPE-CORRUGATED;CIRCULAR;2.4;City;99.5787633;Ellerbe Creek;PRIVATE
33718;41513-PP1;911F.1155-PP1;MIAMI & GENERAL ELECTRIC;2.5;2.5;2.5;362.55999;362.61999;30;;2003-03-06 14:31:33+00:00;METAL-CORRUGATED;CIRCULAR;-0.15;City;39.64472727;Stirrup Iron Creek;PRIVATE
33814;44059-PP1;DWC.334-PP1;NORTHGATE MALL PARKING LOT;5.09999;6.09999;2.5;357.20999;356.51998;30;;2001-08-02 16:46:12+00:00;CONCRETE;CIRCULAR;0.559;City;123.2373373;Ellerbe Creek;PRIVATE
34591;45778-PP2;JP.287-PP2;3901 ROXBORO ST;5.8;;2.5;386.29;;30;;2010-03-05 12:12:16+00:00;CONCRETE;CIRCULAR;;City;37.33837302;Eno River;DOT-ROW
34755;42883-PP1;DC.204-PP1;FRONT ST.;5.8;3.79999;2.5;392.41;385.58999;30;;2002-04-05 12:30:07+00:00;CONCRETE;CIRCULAR;5.15;City;132.4089491;Ellerbe Creek;PRIVATE
35007;44030-PP1;DWC.301-PP1;NORTHGATE MALL PARKING DECK;6.4;6.3;2.5;352.1;352.20001;30;;2002-07-18 15:51:23+00:00;CONCRETE;CIRCULAR;-0.285;City;35.04186353;Ellerbe Creek;PRIVATE
35350;47535-PP1;KLC.445-PP1;WILSON 2022;7;;2.5;371.54998;;30;;2002-08-21 10:58:44+00:00;CONCRETE;CIRCULAR;;City;29.89867054;Ellerbe Creek;CITY-ROW
35438;45314-PP1;JDP.530-PP1;GEER ST & ALSTON AV;6.4;;2.5;325.86999;;;2.7;2007-12-21 12:47:31+00:00;CONCRETE;BOX;;City;5.948747767;Ellerbe Creek;DOT-ROW
32811;39365-PP1;821E.4-PP1;1010 PROCTOR;2.5;5;2.5;358.45999;357.85;30;;2001-08-28 17:59:45+00:00;UNKNOWN;CIRCULAR;1.844;City;33.05769804;Third Fork Creek;PRIVATE
9589;09763-PP1;31X.5027-PP1;2605 RICHMOND AV;;2.79999;2.29999;;378.36999;24;;2000-09-01 01:30:00+00:00;METAL;CIRCULAR;;City;42.42497967;Eno River;PRIVATE
8398;02776-PP1;15B.320-PP1;SOUTHERN BOUNDARIES PARK;2.4;2.4;2.09999;292.38;289.22;24;;2002-06-20 17:50:27+00:00;CONCRETE;CIRCULAR;4.504;City;70.16157424;Third Fork Creek;CITY
2910;11048-PP1;33B.590-PP1;THEBES PL;7.69999;2.29999;2;341.76;339.92001;24;;2002-06-06 17:12:15+00:00;CONCRETE;CIRCULAR;1.759;City;104.5695654;Little Lick Creek;CITY-ROW/PRIVATE
2919;00560-PP1;111B.226-PP1;5223 NEW PAGE RD;6;10.8;2;375.70999;368.35998;24;;2003-03-13 13:35:17+00:00;CONCRETE;CIRCULAR;2.453;City;299.4531524;Stirrup Iron Creek;PRIVATE
2979;01098-PP1;13D.130-PP1;DRIVER ST;3.79999;5.8;2;382.29;379.97;24;;2001-09-20 19:19:36+00:00;CONCRETE;CIRCULAR;5.773;City;41.49787946;Ellerbe Creek;CITY-ROW
3003;05058-PP1;18B.344-PP1;6 GRAY FOX CT;3.79999;4.9;2;314.57;313.57;24;;2002-10-22 15:56:12+00:00;CONCRETE;CIRCULAR;1.326;City;75.420773;Third Fork Creek;PRIVATE
3020;08020-PP1;25C.900-PP1;BROOKHAVEN DR @ WESTBURY PL;4.69999;2.2;2;284.32998;283.54998;24;;2002-06-20 17:46:06+00:00;CONCRETE;CIRCULAR;1.346;City;57.95469351;Third Fork Creek;CITY-ROW
3037;05206-PP1;18B.517-PP1;INNESBROOK APARTMENTS;7.5;3.79999;2;309.45999;304.79998;24;;2002-10-22 16:14:49+00:00;CONCRETE;CIRCULAR;1.926;City;241.8480358;Crooked Creek;PRIVATE
3049;00383-PP1;111B.47-PP1;TATUM DR & CENTRAL PARK DR;4.69999;5.3;2;399.26998;395.25;24;;2002-08-14 16:33:13+00:00;CONCRETE;CIRCULAR;8.337;City;48.22956873;Stirrup Iron Creek;PRIVATE
3068;13552-PP1;38E.1113-PP1;WATERFORD VALLEY DR;6.19999;2.29999;2;282.29;279.48999;24;;2002-10-22 16:04:26+00:00;CONCRETE;CIRCULAR;6.827;City;41.00983541;Northeast Creek;PRIVATE
3069;13554-PP1;38E.1115-PP1;WATERFORD VALLEY DR;8.69999;6.09999;2;285.20999;282.39001;24;;2003-04-03 11:41:55+00:00;CONCRETE;CIRCULAR;1.542;City;182.9298666;Northeast Creek;PRIVATE
3123;03749-PP1;16B.648-PP1;3723 BENTLEY DR;2.29999;2.2;2;279.42999;279.79998;24;;2009-04-02 20:08:37+00:00;CONCRETE;CIRCULAR;-0.763;City;48.43336144;New Hope Creek;CITY-ROW
3184;16B.1660-PP1;16B.1660-PP1;3950 BRISTOL RD;;3.5;2;;286.54;24;;2007-12-17 17:31:25+00:00;CONCRETE;CIRCULAR;;City;87.91865388;Third Fork Creek;PRIVATE
3233;01458-PP1;13D.511-PP1;EXXON ON GEER ST;7.69999;5.59999;2;326.57;323.35998;24;;2012-04-16 19:14:09+00:00;CONCRETE;CIRCULAR;4.447;City;72.19266583;Ellerbe Creek;DOT-ROW/CITY-ROW
3237;00707-PP1;111B.373-PP1;4222 EMPEROR RD;4.69999;4.3;2;355.52999;355.39001;18;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;0.332;City;42.06807816;Stirrup Iron Creek;PRIVATE
3303;02005-PP1;14B.302-PP1;SHADEBRUSH DR+LAZTRIVER LN;6.4;6.19999;2;293.22;292.04998;24;;2002-03-18 14:16:06+00:00;CONCRETE;CIRCULAR;2.738;City;42.72846826;Eno River;CITY-ROW
3352;04708-PP1;16B.1651-PP1;DEVON + BUCKINGHAM;7;2.29999;2;289.73001;287.97;24;;2002-07-30 10:54:15+00:00;CONCRETE;CIRCULAR;16.988;City;10.36460322;Third Fork Creek;PRIVATE
3359;06934-PP1;22D.508-PP1;GURLEY ST. AND GRAY AVE.;6.5;5.9;2;360.07998;359.42999;24;;2001-08-02 13:33:17+00:00;CONCRETE;CIRCULAR;1.269;City;51.21064831;Ellerbe Creek;CITY-ROW
3360;06935-PP1;22D.509-PP1;GURLEY ST. AND GRAY AVE.;4.5;4.5;2;362.25;361.86999;24;;2001-08-02 13:33:15+00:00;CONCRETE;CIRCULAR;2.435;City;15.59414313;Ellerbe Creek;CITY-ROW
3463;04813-PP1;18B.96-PP1;4814 GLENDARION DR;5.19999;5.4;2;301.17001;300.88;24;;2002-10-22 15:49:15+00:00;CONCRETE;CIRCULAR;0.898;City;32.27659524;Third Fork Creek;CITY-ROW
8263;02063-PP1;14B.360-PP1;STARDUST DR+ADDISON CT;4.19999;3.7;2;372.75;360.88;24;;2002-03-18 14:15:54+00:00;CONCRETE;CIRCULAR;4.634;City;256.0968742;Eno River;CITY-ROW
8340;15824-PP1;410A.4-PP1;100 SAPPHIRE DR;3.9;4.19999;2;293.73001;292.07;24;;2001-11-20 13:41:18+00:00;CONCRETE;CIRCULAR;2.569;City;64.57645778;Little Lick Creek;CITY-ROW
8393;14355-PP1;38X.3423-PP1;AUBURN VILLAGE & PEBBLE CREEK;5.4;5.19999;2;312.38;311.61999;24;;2002-11-27 08:49:10+00:00;CONCRETE;CIRCULAR;0.75;City;101.2028344;Northeast Creek;CITY-ROW
8404;02784-PP1;15B.328-PP1;SOUTHERN BOUNDARIES PARK;8.39999;8.1;2;266.08999;266.01998;24;;2002-06-20 17:50:24+00:00;CONCRETE;CIRCULAR;0.054;City;126.371054;Third Fork Creek;CITY
8492;13461-PP1;38E.1022-PP1;HAMPTON APTS HWY 54;4.8;4.4;2;258.57;258.42001;24;;2002-10-22 15:52:59+00:00;CONCRETE;CIRCULAR;0.282;City;53.21174776;Northeast Creek;PRIVATE
8512;09118-PP1;29X.3467-PP1;PETTIGREW & LASALLE(DIRT ROAD);;2;2;;403.10998;24;;2003-01-17 15:06:51+00:00;METAL-CORRUGATED;CIRCULAR;;City;32.95736033;Sandy Creek;CITY-ROW
8577;03308-PP1;16B.194-PP1;ALTA CREST COMMUNITY;5;6.3;2;262.82998;261.27999;24;;2002-07-30 11:01:08+00:00;CONCRETE;CIRCULAR;6.434;City;24.09180151;New Hope Creek;PRIVATE
8667;07990-PP1;25C.868-PP1;41 GREEN MILL LN;2.29999;4.8;2;301.61999;298.32;24;;2002-06-20 17:46:15+00:00;CONCRETE;CIRCULAR;4.989;City;66.1493235;Third Fork Creek;PRIVATE
8716;14149-PP1;38X.3212-PP1;SOUTHPOINT MALL;4.5;4.5;2;308.08999;307.76;24;;2006-09-06 17:43:01+00:00;METAL-CORRUGATED;CIRCULAR;1.029;City;32.06263402;New Hope Creek;PRIVATE
8750;14162-PP1;38X.3225-PP1;SOUTHPOINT MALL;7.59999;9.7;2;289.68;289.43;24;;2006-09-06 17:43:01+00:00;METAL-CORRUGATED;CIRCULAR;0.729;City;34.28062572;New Hope Creek;PRIVATE
8815;14874-PP1;38X.3953-PP1;UPTON & BASIL;7.69999;10;2;334.48001;333.60998;24;;2003-01-08 10:58:33+00:00;CONCRETE;CIRCULAR;1.638;City;53.1141949;Crooked Creek;CITY-ROW
8837;09863-PP1;31X.5183-PP1;1811 COLE MILL RD;2.4;;2;465.35998;;24;;2013-01-03 17:12:48+00:00;CONCRETE;CIRCULAR;;City;2.141494805;Eno River;DOT-ROW
10042;15621-PP1;39A.710-PP1;MORREENE & 15-501;;2.29999;2;;343.02999;24;;2007-11-07 17:15:38+00:00;CONCRETE;CIRCULAR;;City;120.7365599;Mud Creek;DOT-ROW
10151;09530-PP1;311C.243-PP1;BFI @ 5111 CHIN PAGE RD;4.19999;5.09999;2;335.85;331.5;24;;2001-11-20 15:14:43+00:00;CONCRETE;CIRCULAR;4.594;City;94.66599812;Stirrup Iron Creek;PRIVATE
10220;12783-PP1;36D.3227-PP1;138 CELESTE CIR;;2;2;;267.82998;24;;2002-12-13 14:55:57+00:00;METAL-CORRUGATED;CIRCULAR;;City;150.1628333;Little Creek;PRIVATE
10246;14540-PP1;38X.3613-PP1;1520 MAGNOLIA PLACE;6;2.4;2;292.5;286.25;24;;2003-01-31 09:33:24+00:00;CONCRETE;CIRCULAR;7.187;City;86.95505333;Northeast Creek;PRIVATE
10258;09155-PP1;29X.3507-PP1;RESEARCH & SCIENCE;6.69999;7.69999;2;340.19;339.23999;24;;2003-01-10 09:12:12+00:00;CONCRETE;CIRCULAR;2.133;City;44.51884657;Sandy Creek;PRIVATE
10370;10663-PP1;33B.194-PP1;WEDGEDALE AV & LYNN RD;5.69999;;2;302.41;;24;;2011-04-26 19:02:30+00:00;CONCRETE;CIRCULAR;;City;88.10326328;Little Lick Creek;DOT-ROW
10380;15639-PP1;39B.2018-PP1;RESEARCH DR @ DUKE U MED CTR;13.89999;16.2;2;370.70999;370.02999;24;;2002-12-18 15:34:36+00:00;CONCRETE;CIRCULAR;1.333;City;50.9981333;Sandy Creek;PRIVATE
10400;14688-PP1;38X.3762-PP1;LAKE COOK & KENT LAKE;10.1;9.1;2;298.04998;295.89001;24;;2003-01-30 17:29:53+00:00;CONCRETE;CIRCULAR;1.336;City;161.6437246;Third Fork Creek;PRIVATE
10412;14700-PP1;38X.3774-PP1;M.L.K. & COOK;6.9;8.19999;2;283.69;279.67999;24;;2003-01-30 17:30:03+00:00;CONCRETE;CIRCULAR;2.026;City;197.8131143;Third Fork Creek;PRIVATE
10502;10452-PP1;32X.4395-PP1;1504 HOLLYWOOD DR;2.2;7;2;352.64001;347.94;24;;2002-07-12 11:31:52+00:00;HDPE-CORRUGATED;CIRCULAR;7.762;City;60.52837434;Ellerbe Creek;PRIVATE
10527;13747-PP1;38E.1308-PP1;6516 CAVERSTONE DR-;6.09999;7.3;2;303.16;298.97;24;;2002-10-22 16:03:11+00:00;CONCRETE;CIRCULAR;5.717;City;73.28022516;Crooked Creek;CITY-ROW
10541;13280-PP1;37A.492-PP1;HQ PARK ALSTON AV;7;5.8;2;292.51998;289.75;24;;2002-10-25 14:11:57+00:00;CONCRETE;CIRCULAR;1.865;City;148.5238651;Northeast Creek;PRIVATE
10552;17002-PP1;411F.175-PP1;LUMLEY DR & AZALEA AVE;2.4;2.4;2;352.20001;351.94;24;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;0.405;City;64.25295324;Stirrup Iron Creek;DOT-ROW
10555;17005-PP1;411F.181-PP1;PAGE RD @ KINGSLEY WOODS;4.4;2.4;2;421.42001;420.35998;24;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;2.481;City;42.70925193;Stirrup Iron Creek;DOT-ROW
7885;08081-PP1;26D.46-PP1;HAMPTON INN ON FARRINGTON RD;5;2.29999;2;275.05999;274.39999;24;;2002-09-24 11:05:53+00:00;CONCRETE;CIRCULAR;3.392;City;19.45901591;New Hope Creek;PRIVATE
7890;05135-PP1;18B.422-PP1;HOMEPLACE II BLDG 36;;2;2;;294.1;24;;2011-05-03 12:26:36+00:00;METAL-CORRUGATED;CIRCULAR;;City;91.21691181;Third Fork Creek;PRIVATE
7901;03840-PP1;16B.742-PP1;HOPE VALLEY GOLF COURSE;2.7;3;2;274.17999;270.83999;24;;2002-07-30 10:58:35+00:00;CONCRETE;CIRCULAR;1.96;City;170.3901772;Third Fork Creek;PRIVATE
7902;03841-PP1;16B.743-PP1;HOPE VALLEY GOLF COURSE;2.7;2.59999;2;278.61999;274.27999;24;;2002-07-30 10:58:34+00:00;CONCRETE;CIRCULAR;2.632;City;164.8275514;Third Fork Creek;PRIVATE
7994;19031-PP1;44C.1011-PP1;S SIDE RIVERSIDE HIGH SCHOOL;3.2;4.9;2;425.44;423.29998;24;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;1.565;City;136.7689979;Eno River;COUNTY
8044;18454-PP1;43X.5211-PP1;ROSS RD@ JUNCTION RD ON RAILROAD;5.09999;4.09999;2;396.33999;395.19;24;;2013-01-25 19:13:08+00:00;CONCRETE;CIRCULAR;0.459;City;250.4254053;Ellerbe Creek;PRIVATE
8130;16152-PP1;410A.333-PP1;3900 NORTH LAKE DR;7.69999;9.69999;2;299.29998;295.10998;24;;2001-11-20 13:25:27+00:00;CONCRETE;CIRCULAR;5.328;City;78.62687581;Little Lick Creek;CITY-ROW
8167;04963-PP1;18B.249-PP1;616 MORNINGSIDE DR;8.89999;10.39999;2;273.39001;272.57998;24;;2002-10-22 15:55:40+00:00;CONCRETE;CIRCULAR;2.496;City;32.44802768;Third Fork Creek;CITY-ROW
8198;05366-PP1;18B.684-PP1;SABRE CT;9.69999;14.69999;2;333.6;329.47;24;;2002-10-22 15:58:02+00:00;CONCRETE;CIRCULAR;7.109;City;58.08664649;Third Fork Creek;CITY-ROW
8199;05367-PP1;18B.685-PP1;SABRE CT;7.59999;9.39999;2;335.25;333.89999;24;;2002-10-22 15:58:01+00:00;CONCRETE;CIRCULAR;2.29;City;58.94421261;Third Fork Creek;CITY-ROW
8220;07420-PP1;25C.224-PP1;WADE RD. AND UPCHURCH PL., AT PARK;2.29999;2.29999;2;329.39001;326.97;24;;2002-06-25 16:50:13+00:00;CONCRETE;CIRCULAR;4.777;City;50.66382536;Sandy Creek;CITY
9445;13253-PP1;37A.462-PP1;4364 ALSTON AV;4.19999;2.29999;2;268.45999;268.14001;24;;2011-04-18 19:17:55+00:00;CONCRETE;CIRCULAR;1.988;City;16.10803837;Northeast Creek;DOT-ROW
9489;09290-PP1;310A.1100-PP1;ADLETT & BIRDS NEST;5;5.5;2;332.98999;328.83999;24;;2003-02-21 11:00:36+00:00;CONCRETE;CIRCULAR;1.821;City;227.7226778;Little Lick Creek;CITY-ROW
9585;09140-PP1;29X.3492-PP1;PARKING LOT @ LASALLE ST;9.8;10.19999;2;338.48001;337.33999;24;;2011-12-15 16:59:13+00:00;CONCRETE;CIRCULAR;1.693;City;67.33679678;Sandy Creek;PRIVATE
9605;08769-PP1;29X.3094-PP1;CAMBRIDGE & PICKETT;8.19999;8.8;2;272.32;272.13;24;;2002-12-20 11:47:01+00:00;HDPE-CORRUGATED;CIRCULAR;0.167;City;113.387289;New Hope Creek;PRIVATE
9617;15631-PP1;39B.2010-PP1;DUKE PUBLICATIONS @ KANGAROO DR;;;2;;;24;;2003-01-17 10:24:11+00:00;CONCRETE;CIRCULAR;;City;36.37515773;Sandy Creek;PRIVATE
9732;16605-PP1;411B.617-PP1;1005 SLATER RD;6.8;7.4;2;397.89999;397.72;30;;2009-10-29 09:47:52+00:00;CONCRETE;CIRCULAR;0.203;City;88.09040413;Stirrup Iron Creek;PRIVATE
9791;12387-PP1;36C.290-PP1;SHADY CREEK DR & ROXBOROST;4.59999;5.59999;2;254.47999;253.61;24;;2002-09-23 12:57:35+00:00;CONCRETE;CIRCULAR;1.276;City;68.10403806;Third Fork Creek;CITY-ROW
9797;08550-PP1;27X.3013-PP1;NC 55 & ODYSSEY (RR TRACKS);;2.29999;2;;306.97;24;;2011-04-20 19:41:56+00:00;IRON;CIRCULAR;;City;47.98760048;Northeast Creek;CITY-ROW
9211;10620-PP1;33B.151-PP1;507 WALTON ST;4.09999;4;2;312.92001;309.17999;24;;2002-07-01 18:27:48+00:00;CONCRETE;CIRCULAR;9.951;City;37.57402427;Little Lick Creek;PRIVATE
9255;09153-PP1;29X.3505-PP1;PRATT ENG BLDG;;9.69999;2;;335.54998;24;;2011-07-30 14:51:52+00:00;CONCRETE;CIRCULAR;;City;55.60401155;Sandy Creek;PRIVATE
9338;10111-PP1;32X.4005-PP1;DUKE UNIVERSITY EAST CAMPUS;8.1;7.9;2;396.95999;396.48999;24;;2002-02-11 14:26:23+00:00;CONCRETE;CIRCULAR;1.547;City;30.35814553;Sandy Creek;PRIVATE
9369;11500-PP1;33D.1080-PP1;BUNN ST & HOLLOWAY ST;2.29999;12.5;2;350.66;349.23999;24;;2009-11-10 13:46:49+00:00;CONCRETE;CIRCULAR;4.6;City;30.86553094;Ellerbe Creek;DOT-ROW/PRIVATE
9841;17654-PP1;43A.278-PP1;LARCH CT;2.2;5.09999;2;314.67999;308.58999;24;;2001-09-20 18:11:08+00:00;CONCRETE;CIRCULAR;5.631;City;108.1403888;Little Lick Creek;PRIVATE
9851;14502-PP1;38X.3575-PP1;WOODCROFT & AUBURN VILLAGE;8.3;;2;321.6;;24;;2011-05-24 18:48:59+00:00;CONCRETE;CIRCULAR;;City;153.0628711;Northeast Creek;PRIVATE
9886;10971-PP1;33B.511-PP1;SUTTON PL;6.09999;4.9;2;294.67001;294.35;24;;2002-06-06 17:12:25+00:00;CONCRETE;CIRCULAR;0.694;City;46.0857082;Little Lick Creek;CITY-ROW
9907;10451-PP1;32X.4394-PP1;1504 HOLLYWOOD DR;7.19999;4.69999;2;347.73999;347.32;24;;2002-07-12 11:31:53+00:00;HDPE-CORRUGATED;CIRCULAR;0.365;City;114.6853456;Ellerbe Creek;PRIVATE
9927;11597-PP1;34C.48-PP1;3101 RIDGESTONE PY;2.5;;2;435.57998;;24;;2002-05-23 13:40:41+00:00;CONCRETE;CIRCULAR;;City;64.31855798;Eno River;PRIVATE
9932;11603-PP1;34C.54-PP1;RIVERSIDE HS PARKING LOT;4.59999;4.5;2;420.89001;420.35;24;;2012-03-29 14:08:40+00:00;CONCRETE;CIRCULAR;3.109;City;17.3679734;Eno River;COUNTY
9959;14837-PP1;38X.3913-PP1;PROFESSOR & BACCALAUREATE;5.3;5.8;2;262.39001;262.05999;24;;2003-01-31 09:33:56+00:00;CONCRETE;CIRCULAR;0.712;City;46.27589005;New Hope Creek;CITY-ROW
9960;14838-PP1;38X.3914-PP1;PROFESSOR & BACCALAUREATE;5.9;4.69999;2;261.95999;258.5;24;;2003-01-31 09:33:55+00:00;CONCRETE;CIRCULAR;2.322;City;148.9259252;New Hope Creek;CITY-ROW
9964;14843-PP1;38X.3919-PP1;CHANCELLORS RIDGE & BACCALAUREATE;5.59999;5.5;2;257.30999;256.45999;24;;2003-01-31 09:33:52+00:00;CONCRETE;CIRCULAR;0.92;City;92.26552173;New Hope Creek;CITY-ROW
9995;13604-PP1;38E.1165-PP1;1002 HWY 54;2.29999;2.4;2;328.69;324.85;24;;2009-04-02 20:08:37+00:00;CONCRETE;CIRCULAR;4.558;City;84.21849737;Crooked Creek;DOT-ROW
10007;13622-PP1;38E.1183-PP1;102 LANDRETH CT;2.4;6.3;2;317.11999;315.52999;24;;2002-10-22 16:13:58+00:00;CONCRETE;CIRCULAR;1.267;City;125.3553349;Northeast Creek;PRIVATE
8869;02732-PP1;15B.275-PP1;2628 E SHOREHAM ST;7.69999;9.1;2;310.45001;308.85;24;;2002-06-20 17:50:38+00:00;CONCRETE;CIRCULAR;4.991;City;32.06247183;Third Fork Creek;CITY-ROW
8891;06290-PP1;21A.101-PP1;3717 KNOLLWOOD DR.;2.29999;2.29999;2;391.11999;388.5;24;;2000-09-01 01:01:00+00:00;CONCRETE;CIRCULAR;3.5;City;74.85299727;Eno River;PRIVATE
8893;06294-PP1;21A.105-PP1;NANCY RHODES DR. AND COLE MILL RD.;2.29999;2.29999;2;423.95999;420.48001;24;;2010-03-05 12:12:16+00:00;CONCRETE;CIRCULAR;3.658;City;95.12032643;Eno River;DOT-ROW/CITY-ROW
8939;08691-PP1;27X.3163-PP1;HWY 147;2.79999;4.8;2;350.70999;343.80999;24;;2010-03-26 15:40:07+00:00;METAL-CORRUGATED;CIRCULAR;22.236;City;31.01763692;Northeast Creek;DOT-ROW
8944;09444-PP1;311C.156-PP1;4021 STIRRUP CREEK RD;8.89999;11.5;2;358.72;353.5;24;;2001-11-20 15:17:40+00:00;CONCRETE;CIRCULAR;3.361;City;155.3208705;Stirrup Iron Creek;PRIVATE
8969;17655-PP1;43A.279-PP1;LARCH CT;4.5;2.2;2;303.95999;303.42999;24;;2001-09-20 18:10:59+00:00;CONCRETE;CIRCULAR;0.559;City;94.69153394;Little Lick Creek;CITY-ROW
8977;10407-PP1;32X.4350-PP1;1515 NORTH POINTE RD;5.19999;5.5;2;359.10998;358.82;24;;2002-07-12 11:32:05+00:00;CONCRETE;CIRCULAR;3.624;City;7.996199097;Ellerbe Creek;PRIVATE
9076;14500-PP1;38X.3573-PP1;WOODCROFT & AUBURN VILLAGE;6.09999;;2;314.73001;;24;;2011-05-24 18:48:59+00:00;CONCRETE;CIRCULAR;;City;153.998873;Northeast Creek;PRIVATE
10637;14425-PP1;38X.3497-PP1;PEBBLE CREEK & NEWGATE;4.5;4.8;2;297.95999;295.64999;24;;2002-11-27 08:48:38+00:00;CONCRETE;CIRCULAR;2.494;City;92.63829554;Northeast Creek;CITY-ROW
10642;14427-PP1;38X.3500-PP1;PEBBLE CREEK & SNYDER;4.8;4.4;2;299.48999;298.05999;24;;2002-11-27 08:48:37+00:00;CONCRETE;CIRCULAR;2.61;City;54.77448037;Northeast Creek;CITY-ROW
10652;22364-PP1;47E.378-PP1;DURHAM FREEWAY;6.5;2.2;2;336.5;328.04;24;;2010-03-26 15:40:07+00:00;CONCRETE;CIRCULAR;6.142;City;137.7058347;Northeast Creek;DOT-ROW
10732;15441-PP1;39A.524-PP1;US 15-501 S. RAMP;2.79999;3.9;2;375.97;375.51998;24;;2007-11-16 17:29:37+00:00;CONCRETE;CIRCULAR;0.748;City;60.19714362;Ellerbe Creek;DOT-ROW
10806;13696-PP1;38E.1257-PP1;SHALIMAR RD & GRANDALE DR;2.29999;2.29999;2;334.51998;334.70001;24;;2002-10-22 16:13:27+00:00;CONCRETE;CIRCULAR;-0.34;City;52.73404308;Northeast Creek;DOT-ROW
7770;00461-PP1;111B.126-PP1;SHOP CTR @ MIAMI BD & HWY 54;7.8;2.29999;2;400.1;400.07;24;;2001-11-20 15:40:16+00:00;CONCRETE;CIRCULAR;0.044;City;66.39735537;Stirrup Iron Creek;PRIVATE
7800;02431-PP1;15A.179-PP1;DEVON RD + HATHWAY RD;3.4;;2;274.35998;;24;;2007-12-17 17:31:25+00:00;CLAY;CIRCULAR;;City;47.26719158;Third Fork Creek;PRIVATE
7803;02433-PP1;15A.184-PP1;DEVON RD + HATHWAY RD;3.59999;4;2;293.41;288.17999;24;;2009-04-02 20:08:37+00:00;CONCRETE;CIRCULAR;8.463;City;61.7881623;Third Fork Creek;CITY-ROW
7821;06706-PP1;22D.271-PP1;GRAY AVE. AND GEARWOOD AVE.;4.4;4.69999;2;349.51;347.42001;24;;2001-08-02 16:02:13+00:00;CONCRETE;CIRCULAR;4.21;City;49.62760724;Ellerbe Creek;CITY-ROW
33372;46415-PP1;JR3.3-PP1;GEER;;2.2;2;;311.66;24;;2006-04-11 18:46:13+00:00;CONCRETE;CIRCULAR;;City;73.6012561;Ellerbe Creek;PRIVATE
